id,sku,name,category,description,price,stock_quantity,image_url,product_url
26,GEN-07EA3E3E,Comstox Lc140 1038Ng7 Laptop,Laptops,"Overview:
Lightweight and portable, this 14-inch laptop is powered by an Intel Core i5 processor (4 cores, 8 threads, up to 3.8GHz) with 16GB RAM and a 512GB SSD for smooth multitasking and fast performance. The Full HD display with Intel Iris Plus Graphics delivers crisp visuals, and the 30MP front camera is perfect for video calls.
It comes with Windows 11 Pro pre-installed and includes a free laptop bag, making it ready for work or travel . Weighing just 1.25 kg, this space grey laptop combines portability, performance, and style.
Warranty Period – 1 Year

Specifications:
CPU
The intel Core i5-1038NG7 CPU has a maximum turbo frequency of 3.80GHz and a base frequency of 2.00GHz. It features 4 cores and 8 threads
display
14-inch，resolution: 1920*1080
Graphic Card
Intel Iris Plus Graphics
RAM
Surface mount particles are optional: 16GB
SSD
M.2 SSD 512G
Bluetooth
4.2 Bluetooth
Network
802.11 b/g/n/ac/ax wi-fi+BT
Keyboard
95-key chocolate (embossed) keyboard (with numeric keypad), white keyboard without
TRACK PAD Touchpad
Single-finger touch + left and right buttons + fingerprint unlocking
I / O Port
USB3.1x3 TF interface *1 full-function Type-c headphone and microphone 2-in-1 ""HDMIx1;"" ""DCx1;""
Shell Material
plastic
Camara
A 30,000-megapixel front camera
Battery Life Description
5000mAh/11.4V(Battery life: about 4-5 hours for office job)
Power Adapter
19V3.42A
Size
Approximately 356.5mm*229mm*14.5mm (12mm at the thinness), including packaging dimensions: 430*85*310mm, 5 units in a full box, packaging dimensions: 450*450*320MM.
Weight
bare computer 1.25KG
Operating System
Original Window11 Included
Color Selection
space grey
Hard Disk Interface
single notch
Refresh Rate
60Hz",103000.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2026-02/Untitled%20design%20%2817%29.png?itok=xkYFA11m,https://lifestore.lk/product/comstox-lc140-1038ng7-laptop
27,GEN-B23B5114,Prolink Hcd52C Cli Telephone,Telephones,"Overview:
CLI telephone

Specifications:
Hands free dialing
Recording time of calls
Clock, Date & Time
LCD with Back light
Calculator Function
Redialing
Wall Mountable / Desk top
Adjustable Volume
Alarm Clock
Hold on Music
Do Not Disturb Function
Speaker Phone
Selectable Ringing Tone
Anti-steal Dialing
Record Incoming 62 numbers
Record outgoing 16 numbers",6490.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2020-11/ProlinkHDC52c-large.jpg?itok=VkRY5eD6,https://lifestore.lk/product/prolink-hcd52c-cli-telephone
28,GEN-E0888939,Emark W159 Cordless Phone,Telephones,"Overview:
The
Emark W159
is a feature-rich cordless phone designed for convenience and clarity. It includes a
hands-free function
for easy communication and a
backlit display
for clear visibility.
The
caller ID display
allows you to see who is calling, while the phone stores up to
40 incoming call logs
and
10 outgoing call logs
with date and time details.
Wireless Range:
The cordless phone allows you to make calls within a range of
30 to 50 meters
from the Base unit, providing flexibility and convenience.
Battery Backup:
Once fully charged, the cordless phone can be used for
6 to 8 hours
without needing to be placed back on the base unit.

Specifications:
Hands free function
Backlit display
Caller ID Display
40 Incoming call log with date and time
10 outgoing call log with date and time
10 Last number redial
40 Incoming call Flash time setup
Keypad Lock
Out-of-range warning indication
Battery low warning tone
Handset ringtones: 18 types
Handset ringtone volume levels (5 levels)
06 Months Warranty",11895.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-03/Emark%20W159%20Cordless%20Phone.png?itok=ExClqdzo,https://lifestore.lk/product/emark-w159-cordless-phone
29,GEN-2864C9E4,E Mark E121 Basic Phone,Telephones,"Overview:
10 One Touch Memory
03 Levels Of Ringer Volume
Hand Set Volume High And Low
Mute Function
Last Number Redial
Flash 600ms
In Use Lamp And Ringer LED Indication
Pulse And Tone Switch
Anti-Electromagnetic Interference
Lightning Protection",3990.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-12/Emark%20E121%20Basic%20Phone.png?itok=5EDrBqRA,https://lifestore.lk/product/e-mark-e121-basic-phone
30,GEN-6B625170,Prolink Hcd130C Cli Telephone,Telephones,"Overview:
CLI telephone

Specifications:
8 Ring Tones
FSK/DTMF system compatible
FSK auto adjust real-time
Record 38 incoming and 5 outgoing numbers
Calculator function
Alarm clock
Handsfree dialing and talking",6990.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2020-11/ProlinkHCD1300-large.jpg?itok=3PTzNhcT,https://lifestore.lk/product/prolink-hcd130c-cli-telephone
31,GEN-37763026,Emark Hcd 211N Cli Phone,Telephones,"Overview:
The
Emark HCD 211N CLI Phone
is a reliable landline phone designed for efficiency and ease of use. It features
16 outgoing call memories
and
50 incoming call memories
, ensuring you can quickly access important contacts. The
programmable tone/pulse dialing
provides flexibility, while the
redial and flash functions
enhance call convenience.

Specifications:
16 Outgoing Call Memories
50 Incoming Call Memories
Programmable Tone/ Pulse
Ringer Volume Hi/Low Adjustable
Redial Function Flash Function
4 Step Ringer Volume
LCD Brightness Adjustment in 5 steps
Display Date and Time
06 Months Warranty",4895.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-03/Emark%20HCD%20211N%20CLI%20Phone.png?itok=vgn_yvjb,https://lifestore.lk/product/emark-hcd-211n-cli-phone
32,GEN-D8F97152,Alcatel T58 Cli Telephone,Telephones,"Overview:
A residential phone with caller ID and handsfree function.
1 line 7segments / 1 line icons numeric display
Date and time displayed in standby mode
Call duration display
1 Number of ringtone
3 Ringtone volume control (High / Low / Off)
Handsfree function
3Direct access memory
Call Identification
50 Incoming call log
10 Last number redial
Flash key
Pre-dialling
Mute key

Specifications:
A residential phone with caller ID and handsfree function.",8490.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-02/AlcatelT58-img1.jpg?itok=vkSIkxXG,https://lifestore.lk/product/alcatel-t58-cli-telephone
33,GEN-C52DAF24,Prolink Ha100 Basic Telephone,Telephones,"Overview:
Basic telephone

Specifications:
Last number redial
·Desk/Wall mountable
·Flash, Pause, and P-T function
·Ringer volume Hi/Low/Off
·Message hold LED
·P/T switch",3950.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2020-11/ProlinkHA100-small.jpg?itok=YlmfNq4n,https://lifestore.lk/product/prolink-ha100-basic-telephone
34,GEN-8A70531F,Power Adaptor Motorola Cordless Phone,Telephones,"Overview:
Power adaptor for Motorola cordless phones.
Compatible to use with any Motorola cordless telephone sold by Teleshop or eTeleshop..",775.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-08/MotoCordlessCharger.jpg?itok=sWkyqSUD,https://lifestore.lk/product/power-adaptor-motorola-cordless-phone
35,GEN-7304FC78,Alcatel S280 Cordless Phone,Telephones,"Overview:
ALCATEL S280 Cordless Phone, such as a 40 Number Directory (shared among multiple handsets), Date and time display in idle mode, Call timer feature, Amber backlit display, 10 last number redial memory, Alarm clock function

Specifications:
​​​
Hands-free function
40 Number Directory (shared among multiple handsets)
Date and time display in idle mode
Call timer feature
Amber backlit display
10 last number redial memory
Alarm clock function
Handset search (paging)
Out-of-range warning tone (off-hook)
Battery low alert tone
Pre-dialing support
5 earpiece volume levels
5 hands-free volume levels
10 handset ringtones (5 standard + 5 polyphonic)
Ringtone volume control (5 levels + off)
Supports up to 4 handsets per base
18 different ringtones",11895.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-08/01.png?itok=jSqkYr7Y,https://lifestore.lk/product/alcatel-s280-cordless-phone
36,GEN-D9BA9F77,Vintage Telephone,Basic Telephones,"Overview:
Basic feature vintage CLI telephone for Megaline, Fibre and 4G/LTE voice telephone uses.",10510.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-08/AnticPhone3.jpg?itok=o4KmFaua,https://lifestore.lk/product/vintage-telephone
37,GEN-D753631C,Sonicgear Airphone 3 Bluetooth Headphone,Audio & Music,"Overview:
SonicGear AirPhone 3 Bluetooth Headphones with Mic Features :
Bluetooth V5.0
Aux-in
Stereo Audio
40mm driver
1 year warranty

Specifications:
Headphone specifications:
Speaker Size : 40mm
Frequency Responce : 20HZ -20KHZ
Max. Input Power : 20MW
Built-In Aux Input : 3.5mm Stereo Jack
Impedance : 32ohm
Sensitivity : 96 + - 3 DB
Bluetooth V5.0 :
Wireless Distance up to 10 meters
Support A2DP , AVRCP ,HSP ,and HFP
Battery level indicator on smartphone
Build-in rechargeable battery :
200Mah lithium battery
Continuous music playback : up to 8 hours operation
Continuous talk time : up to 8 hours operation
Standby time : up to 15 days
Charging time : 2 hours",3895.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonigearAirphone3.jpg?itok=t6ZWAaAm,https://lifestore.lk/product/sonicgear-airphone-3-bluetooth-headphone
38,GEN-13A87F8E,Emark Mb588 Portable Bluetooth Speaker,Audio & Music,"Overview:
Bluetooth, Colorful Lighting, Wireless Connection, FM Radio, TF/MicroSD support,
Audio Interface, USB Playback, Memory Card Playback with 1-Year Warranty

Specifications:
Bluetooth
Colorful Lighting
Wireless Connection
FM Radio
TF/MicroSD support
Audio Interface
USB Playback
Memory Card Playback",7795.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2026-02/EMARK%20MB588-02.png?itok=2hT4DkEh,https://lifestore.lk/product/emark-mb588-portable-bluetooth-speaker
39,GEN-EF1AF77D,Sonicgear Airphone 6 Bluetooth Headphpne,Audio & Music,"Overview:
SonicGear Airphone 7 Features:
Bluetooth Version : 5.0
Driver Size : 40mm
Impedance : 32ohm
Sensitivity : 19db
Frequency Response : 20hz - 20khz
Wireless Operating Range : Up To 15m
Built In Rechargeable Battery : 200mah
Lithium Polymer Battery : A Level
With Protective Plate Working Time : Up To 10 Hours At 70% Volume
Standby Time : Approx. 200 Hours
Charging Time : 2.5 Hours

Specifications:
Frequency Response : 20hz - 20khz
Wireless Operating Range : Up To 15m
Built In Rechargeable Battery : 200mah
Lithium Polymer Battery : A Level
With Protective Plate Working Time : Up To 10 Hours At 70% Volume
Standby Time : Approx. 200 Hours
Charging Time : 2.5 Hours",6140.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonigearAirphone6.jpg?itok=tMJJq6t5,https://lifestore.lk/product/sonicgear-airphone-6-bluetooth-headphpne
40,GEN-8806FA67,Sonicgear Airphone 5 Bluetooth Headphone,Audio & Music,"Overview:
SonicGear Airphone 5 Features:
Wired Bluetooth 5.0
Over-Ear Headphones
Built In 40mm 1.5 Magnetism A Level
Up To 10 Hour Battery Life With Polymer A Level With Protective Plate
Bluetooth Version : 5.0

Specifications:
Driver Size : 40 mm
Impedance : 32 Ohm
Sensitivity : 19db
Frequency Response : 20hz - 20khz
Wireless Operating Range : Up To 15m
Built In Rechargeable Battery : 200mAh
Lithium Polymer Battery : A Level With Protective Plate
Working Time : Up To 10 Hours At 70% Volume
StandyBy Time : Appro. 200 Hours
Charging Time : 2.5 Hou",5320.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonigearXenon5.jpg?itok=-ngm99GU,https://lifestore.lk/product/sonicgear-airphone-5-bluetooth-headphone
41,GEN-18B8D891,Emark Mt17 Portable Bluetooth Speaker,Audio & Music,"Overview:
Bluetooth, Colorful Lighting, Wireless Connection, FM Radio, TF/MicroSD support, Audio Interface
USB Playback, Memory Card Playback, Long Playback Time, IPX5  Waterproof  with 1-Year Warranty

Specifications:
Bluetooth
Colorful Lighting
Wireless Connection
FM Radio
TF/MicroSD support
Audio Interface
USB Playback
Memory Card Playback
IPX5  Waterproof
Long Playback Time",11885.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2026-01/Emark%20MT17.png?itok=pFOBpalK,https://lifestore.lk/product/emark-mt17-portable-bluetooth-speaker
42,GEN-8A94D858,Sonicgear Anc2000 Anc Bluetooth Headphone,Audio & Music,"Overview:
Deep Noise Cancellation
Super Comfortable Bluetooth Headphones
Bluetooth 5.0
40mm Dynamic Satellite
Foldable Design - Great For Travelling
Adjustable Headband",13800.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonicGearANC2000.jpg?itok=ZoGHUdY2,https://lifestore.lk/product/sonicgear-anc2000-anc-bluetooth-headphone
43,GEN-62520CFB,Sonicgear Audioxpro 800Hd Portable Speaker,Audio & Music,"Overview:
Specifications :
Total System Power : 140W
Pure System Power (RMS) : 70W
Frequency Response : 20Hz to 20KHz
Driver Unit : 2 x 8""
Impedance (Ohm) : 3
S/N Ratio (dB) : >85
Separation (dB) : >45
Distortion (%) : <1.0

Specifications:
Bluetooth Info :
Bluetooth Range (m) : 10
Bluetooth Pairing Name : AUDIOX PRO 800 HD
Bluetooth Profiles Supported : A2DP
Battery Info :
Battery Capacity : Built-In 4500mAh / 7.4V
Battery type : Li-ion Battery
Playback time : 4hrs at 50% Volume Scale
DC input : USB 5V
Others :
USB & TF Support : Yes (Max 32GB)
FM Radio (MHz) : 87.5 to 108.0",54365.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SoniGearPRO800HD.jpg?itok=Rolym7OR,https://lifestore.lk/product/sonicgear-audioxpro-800hd-portable-speaker
44,GEN-19485DE0,Sonicgear Bt5500 Soundbar Subwoofer,Audio & Music,"Overview:
SonicGear Bluetooth 5.0 SoundBar With Wireless Subwoofer Powerful And Ultra-Low Bass Theatre Surround Technology
Bluetooth Version V5.0
Wireless Operation Up to 10 Meter
SoundBar Driver : 2.25"" x 2
Power Output RMS : 80Watt
Speaker Frequency Range : 60 - 20000Hz

Specifications:
AC Adapter : 100V - 240 VAC (International Voltage)
SoundBar Dimension : W810 x H66 x D65mm
SoudBar Weight : 1.7KG
FM Radio Function : Auto Search & Save Channels
FM Frequency Range : 87 - 108 MHzSubwoofer:
Compatibility : SonicBar BT-5500 SoundBar
Driver Size : 5.25""
Power Output RMS : 35W
Connectivity Material : MDF
Frequency : 20 - 100Hz
Power Requirements : 100 - 240 VAC , 50/60Hz
Subwoofer Dimensions (W x H x D) : W177 x H285 x D190 mm
Weight : 2.3KG6 Input Mode:
Bluetooth Wireless
Optical Digital
HDMI (ARC)
USB Music PlayBack
FM Radio
Line INSupport Hi-Definition Audio : MP3 / WAV / WMA / FLAC / APE",27490.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SoniGearBT5500.jpg?itok=xx5FM4Pa,https://lifestore.lk/product/sonicgear-bt5500-soundbar-subwoofer
45,GEN-E847A10B,Sonicgear Evo 9 Bluetooth Speaker Wireless Microphone,Audio & Music,"Overview:
SonicGear Evo 9 BTMI Bluetooth Multimedia Speaker with Wireless Microphone
Bluetooth Audio Streaming
Karaoke Function with 2 Microphone Jack
One Karaoke Wireless Microphone Included
Line-In / Aux-In Audio
Built-In FM Radio Function
SD-Card MP3 Music Playback
USB MP3 Music Playback
Wireless Remote Control Included
LED Digital Display for different mode and function
Subwoofer
Driver Size : 6.5""
Driver Impedance : 6 Ohm
Output Power (RMS) : 30 Watts
Total System Power : 120 Watts
Pure System Power (RMS) : 60 Watts
Frequency Response : 45Hz - 18Khz
Satellite
Driver Size : 2 x 3 ""
Driver Impedance : 4 Ohm
Output Power (RMS) : 2 x 15 Watts",35965.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonigearEVO9.jpg?itok=qHfGCReR,https://lifestore.lk/product/sonicgear-evo-9-bluetooth-speaker-wireless-microphone
46,GEN-81A73AFB,Sonicgear Anc3000 Anc Foldable Bluetooth Headphone,Audio & Music,"Overview:
SonicGear ANC3000 Active Noise Cancelling Foldable Bluetooth Headphone Features:
Bluetooth Version : V5.0 + EDR
Driver Size : 40mm
Impedance : 32
Rated Power : 25mW
Frequency Response : 20Hz-20,000Hz
Active Noise Cancellation :
Noise Reduction Specification : 6 x 2.2mm
Noise Reduction Frequency Range : 40Hz-600Hz
Max Noise Reduction Level : 22dB +/- 2dB
Noise Reduction Central Frequency : 100Hz-300Hz
Rechargable Battery :
Built in Recharagable Battery : 400mAh
Working Time ANC On : UP to 15 Hours
Working Time ANC Off : UP to 24 Hours
Standy Time : Approx 100 Hours
Charging Time : 3 Hours

Specifications:
SonicGear ANC3000 Active Noise Cancelling Foldable Bluetooth Headphone Features:
Bluetooth Version : V5.0 + EDR
Driver Size : 40mm
Impedance : 32
Rated Power : 25mW
Frequency Response : 20Hz-20,000Hz
Active Noise Cancellation :
Noise Reduction Specification : 6 x 2.2mm
Noise Reduction Frequency Range : 40Hz-600Hz
Max Noise Reduction Level : 22dB +/- 2dB
Noise Reduction Central Frequency : 100Hz-300Hz
Rechargable Battery :
Built in Recharagable Battery : 400mAh
Working Time ANC On : UP to 15 Hours
Working Time ANC Off : UP to 24 Hours
Standy Time : Approx 100 Hours
Charging Time : 3 Hours",15260.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonicGearANC3000.jpg?itok=efXW9gdl,https://lifestore.lk/product/sonicgear-anc3000-anc-foldable-bluetooth-headphone
47,GEN-090D1033,Sonicgear Audiox Pro 600Hd Portable Speaker,Audio & Music,"Overview:
Features :
Bluetooth
Auxiliary Input
TF Card Playback
USB Playback
FM Radio
Deisnged with Phone Docking
90 Watts Total System Power
4.5 Hour Playtime
TWS Ready

Specifications:
Specifications :
Total System Power : 90 Watts
Pure System Power (RMS) : 45 Watts
Frequency Response : 100Hz - 20KHz
Driver Unit (Woofer) : 1 x 8""
Driver Power (RMS) : 30w
Tweeter Quantity and Size : 1 x 1.5""
Tweeter Power (RMS) : 15w
Impedance (Ohm) : 2.2 Ohm
S/N Ratio (dB) : > 80dB
Separation (dB) : > 45dB
Distortion (%) : <1%
USB and TF Card Support : Up to 32GB
FM Radio (MHZ) : 87.5 - 108.0 MHz
Battery Specifications :
Battery Capacity : Built In 1800 mAh / 7.4v Li-Ion Battery
Playback Time : 4.5 Hrs at 50% Volume
DC Input : USB 5v
Bluetooth Specifications :
Bluetooth Range (m) : 10
Bluetooth Profile Support : A2DP
Product Dimensions :
Dimensions : Width 290 x Height 330 x Length 270mm
Package Contents :
Audiox PRO 600HD
USB Charging Cable
Wireless Microphone
User Manual",24395.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SoniGearAUDIOX600HD.jpg?itok=J5eJlRvh,https://lifestore.lk/product/sonicgear-audiox-pro-600hd-portable-speaker
48,GEN-E626BFB3,Aj Mini 6X Ups Power Backup,Power Backups,"Overview:
AJ Mini UPS Power Backup operating hours are as follows.
Fibre ONT – 4 to 5 Hours
ADSL Router – 5 to 6 Hours
4G/LTE Router - 7 to 8 Hours
Note:  Not compatible with 9V routers.

Specifications:
Compatible with SLT Fiber, ADSL & 4G/LTE, 12V Routers
High capacity 18650 mAH, 6 cell Li-Ion battery.
High-quality built-in BMS controls
Smooth swithover to battery backup in a power failure.
Battery pack Over Charge & Discharge protection.
3.5mm DC In/Out connectors
12V 1500mA output
Power input : 15V 1000mA / 230V Power Adapter( Included)
Power input and output LED indicators
Size 136mm (W) x 48mm (H) x 86mm (D)
Weight with adaptor – 560g
A proud Sri Lankan product.
6 months manufacture warranty.",9170.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2022-04/AJMiniUPS.jpg?itok=10kMXc-S,https://lifestore.lk/product/aj-mini-6x-ups-power-backup
49,GEN-4BD0156F,Powerlast Power Backup,Power Backups,"Overview:
Power Bank solution for Fibre, ADSL and 4G/LTE Routers (
NOTE: This item supports routers with an input voltage of 12V)
High-quality Li-Ion Battery.
Higher product quality and durability.
Self-replaceable battery.
Plug and Play use.
Running hours
Device
Up Time
Fiber Router
4 – 6 hours
ADSL Router
5 - 6 Hours
4G Router
5 - 6 Hours
Designed and manufactured by R&D unit of SLT-Mobitel. 06 months warranty.

Specifications:
Model
RDPB12
Input Voltage
12 V DC
Output Voltage
12 V DC
Input Current
1.5 A
Output current
2.0 A",5595.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2022-11/PowerLast-newimg1.jpg?itok=bsSmpFeV,https://lifestore.lk/product/powerlast-power-backup
50,GEN-83E6DEEE,Cudy 24 Port Gigabit Desktop Switch,Network Switches,"Overview:
Gigabit Ports for Faster Speed
Increase the speed of your network with the 8-port Gigabit switch. Non-blocking, 8 10/100/1000Mbps ports enables instant transferring of large, bandwidth intensive files without interference.
High Performance
Auto-negotiation RJ-45 ports can provide large file transferring and also be compatible with any 10/100/1000Mbps Ethernet devices.IEEE 802.3x flow control for Full Duplex mode and backpressure for Half Duplex mode offer increased bandwidth to alleviate network congestion, making the switch work reliably.
Energy Efficient and Power Saving
Automatically adjusts Power consumption according to the link status and cable length.This Gigabit Desktop Switch features the innovative energy-efficient technologies that can greatly expand your network capacity with much less power.

Specifications:
Complies with IEEE 802.3, IEEE 802.3u, IEEE802.3x and IEEE 802.3ab standards
24 10/100/1000Mbps Auto-Negotiation, Auto-MDI/MDIX ports provide smart switching between 10Mbps, 100Mbps and 1000Mbps hardware
Non-blocking switching architecture enables full wire-speed packets forwarding and filtering
Store-and-Forward switching method
Supports 16K MAC address auto-learning and auto-agin",32300.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-02/24PortCudy.jpg?itok=6SDgqXUN,https://lifestore.lk/product/cudy-24-port-gigabit-desktop-switch
51,GEN-C5DD1752,Cudy 8 Port Gigabit Poe Switch,Network Switches,"Overview:
120 W Power budget & 30 W Maximum One Port
Supports a total PoE power of 120 W and up to 30 W for one PoE port. Non-standard PoE devices or normal PoE switches are not burned. Meets IEEE802.3af / at standard.
Watchdog guarantees uninterrupted operation of the PoE devices
The PoE watchdog continuously monitors the connection status of remote hosts. If an error is detected on the remote PoE device, the PoE switch immediately restarts the device to bring it back to normal operation.
Plug&Play, Fanless design
Plug and Play, Easy of use.Fanless design for silent operation.Made of high-quality metal case, sturdy and durable with long service life, provide better heat dissipation, suitable for most environment. Pin assignment, Mode A: 1/2(+),3/6(-)

Specifications:
120 watts PoE power supply, up to 30 watts per port
2 10/100/1000M uplink ports
8 10/100/1000M PoE+ ports
CCTV mode support remote PoE feeding up to 250m
VLAN mode isolate each PoE Ports for security
Watchdog reactivates the abnormalPD by resuming POE power
IEEE 802.3at / IEEE 802.3af standard compliant
Plug&play, simple setup with no configuration needed",29145.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-02/8PortCudy.jpg?itok=4-1-ok4t,https://lifestore.lk/product/cudy-8-port-gigabit-poe-switch
52,GEN-A8F95683,Cudy 8 Port Gigabit Desktop Switch,Network Switches,"Overview:
Gigabit Ports for Faster Speed
Increase the speed of your network with the 8-port Gigabit switch. Non-blocking, 8 10/100/1000Mbps ports enables instant transferring of large, bandwidth intensive files without interference.
High Performance
Auto-negotiation RJ-45 ports can provide large file transferring and also be compatible with any 10/100/1000Mbps Ethernet devices.IEEE 802.3x flow control for Full Duplex mode and backpressure for Half Duplex mode offer increased bandwidth to alleviate network congestion, making the switch work reliably.
Energy Efficient and Power Saving
Automatically adjusts Power consumption according to the link status and cable length.This Gigabit Desktop Switch features the innovative energy-efficient technologies that can greatly expand your network capacity with much less power.

Specifications:
Complies with IEEE 802.3, IEEE 802.3u, IEEE802.3x and IEEE 802.3ab standards
8 10/100/1000Mbps Auto-Negotiation, Auto-MDI/MDIX ports provide smart switching between 10Mbps, 100Mbps and 1000Mbps hardware
Non-blocking switching architecture enables full wire-speed packets forwarding and filtering
Store-and-Forward switching method
Supports 16K MAC address auto-learning & auto-aging",7955.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-02/8PortCudyNor.jpg?itok=7RJe5zV2,https://lifestore.lk/product/cudy-8-port-gigabit-desktop-switch
53,GEN-30BDC883,Cudy Gs1016L 16 Port Gigabit Rackmount Switch,Network Switches,"Overview:
8× GbE with 802.3at/af Mode A PoE
2× Uplink GbE
120W Power Supply
Default/VLAN/Extend Modes
Watchdog under VLAN or Extend Modes
Desktop, Rack-Mount
220×163×40 mm (8.66×6.42×1.57″)

Specifications:
Weight: 1.597 kg
Warranty: TWO-YEAR WARRANTY",23245.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2026-01/GS1016L-16PORT%20GB%20Rackmount%20SWITCH.png?itok=G_jFEg0i,https://lifestore.lk/product/cudy-gs1016l-16-port-gigabit-rackmount-switch
54,GEN-FC5F5951,Dcp Link 8 Port Network Switch,Network Switches,"Overview:
8 ports 10/100 Mbps non-blocking switch architecture
Povides independent 256-entry forwarding table for multicast addresses
Provides indrependent 256-entry forwarding table for multicast addresses
Plug & Play installation

Specifications:
Standard Compliance
IEEE 802.3 10 BASE-T / IEEE 802.3u 100 BASE-TX / IEEE 802.3az(EEE) / IEEE 802.3x Flow Control
Interface
8 10/100Mbps RJ-45 ports
Transmission Mode
10/100Mbps: Full-duplex, Half-duplex
MAC Address Table
2K
Buffer Memory
57 Kbytes
Protocol
CSMA/CD
Data Transfer Rates
Ethernet: 10 Mbps (half duplx) / 20 Mbps (full duplex) Fast Ethernet: 100 Mbps (half duplex) / 200 Mbps (full duplex)
Media Interface Exchange
Auto MDI/MDIX adjustment for all ports
LED Indicators
Per port: Link/Activity Per device: Power
MAC Address Learning
Automatic update
MTBF
2,137,319 hours
Temperature
Operating: 0Â°C ~ 40Â°C (32Â°~104Â°F)
Storage
-40Â°C ~ 70Â°C (-40Â°~158Â°F)
Humidity Operating
10% ~ 90% RH, non-condensing
Storage
10%~70% RH, non-condensing
LED Indications System
Power / Per port link Activity
Ports
Link/ACT
Power Supply
Internal power supply 3.3V/2A (100-240V AC. 50/60 Hz internal universal power supply)
Dimensions
128*68.5*25.4mm
Case Material
Plastic
Weight
181g
Switching Fabric
1.6 Gbps
Forwarding Rate
148 800 pps
Topology
Star",4675.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-05/DCP8PortSwitch-img1.jpg?itok=aCQHD--z,https://lifestore.lk/product/dcp-link-8-port-network-switch
55,GEN-FC80C9A4,Prolink Prs1140 Adsl Router,ADSL Routers,"Overview:
The PROLiNK® PRS1140 Wireless-N ADSL2+ Modem/Router combines a high-speed ADSL2+ Ethernet with 802.11b/g/n Wireless LAN features.

Specifications:
ADSL Compliance
ANSI T1.413 Issue2; ITU-T G.992.1 (G.dmt); ITU-T G.992.2 (G.lite); ITU-T G.994.1 (G.hs);
ITU-T G.992.3 ADSL2 G.dmt.bit; ITU-T G.992.4 ADSL2 G.lite.bis
Auto-negotiating rate adaptation
ATU-T G.992.5 ADSL+
Annex A(ADSL over POTS) , Annex L(ReADSL) and Annex M
Annex A(ADSL over POTS) , Annex L(ReADSL) and Annex M
Maximum downstream rate up to 26 Mbps; Maximum upstream rate up to 3Mbps
Supports Dying Gasp (optional)
WLAN Features
IPv6 Ready
Complies with IEEE 802.11b/g/n standards
Up to 100m WiFi coverage range
Burst-mode support for dramatically enhanced throughput
OFDM with BPSK, QPSK, 16QAM and 64QAM modulations and demodulations supported with long and short preamble
sComplies with WMM, 802.11e, and CCX specifications
Complies with 802.11h, 802.11i, 802.11j specifications
Hardware-based IEEE 802.11i encryption/decryption engine, including 64-bit /128-bit WEP, TKIP, and AES
Supports Wi-Fi alliance WPA and WPA2 security
including 64-bit /128-bit WEP, TKIP, and AES
Supports Wi-Fi alliance WPA and WPA2 security
1 x 5dBi antenna
Operating Frequency : 2.412G~2.484GHz
Power output: 20dBm max
Management
Web-based configuration, Telnet remote management, SNMP v1/v2/Trap, Diagnostic tool, Firmware upgrade through FTP, TFTP and HTTP,
UPnP support, QoS, ACL (Access Control List), TR069",4230.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-05/ProlinkPRS1140.jpg?itok=KV8sCjqo,https://lifestore.lk/product/prolink-prs1140-adsl-router
